,associatedCards,associatedCardRefs,assets,region,regionRef,attack,cost,health,description,descriptionRaw,levelupDescription,levelupDescriptionRaw,flavorText,artistName,name,cardCode,keywords,keywordRefs,spellSpeed,spellSpeedRef,rarity,rarityRef,subtype,subtypes,supertype,type,collectible,set
197,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX037.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX037-full.png'}]",Noxus,Noxus,3,2,2,<link=keyword.Last Breath><sprite name=LastBreath><style=Keyword>Last Breath</style></link>: Deal 1 to the enemy Nexus.,Last Breath: Deal 1 to the enemy Nexus.,,,"Every Noxian is taught that a life spent in service to the empire is well spent, but few spend their lives as spectacularly as the Legion's grenadiers.",SIXMOREVODKA,Legion Grenadier,01NX037,['Last Breath'],['LastBreath'],,,COMMON,Common,,[],,Unit,True,Set1
198,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO016.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO016-full.png'}]",Ionia,Ionia,4,6,4,<link=vocab.Play><style=Vocab>Play</style></link>: Create an exact copy of a card in hand.,Play: Create an exact copy of a card in hand.,,,"""As the warrior wept for his loss, the elder consoled him: 'Seek the sage of the skies. Only he can return that which is lost to this world, but still held in memory.'"" - Saga of the First Lands",SIXMOREVODKA,Zephyr Sage,01IO016,[],[],,,RARE,Rare,,[],,Unit,True,Set1
199,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI056.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI056-full.png'}]",Shadow Isles,ShadowIsles,3,3,2,"When I'm summoned, give other Spider allies +1|+0 and enemies <nobr>-1|-0</nobr> this round.","When I'm summoned, give other Spider allies +1|+0 and enemies -1|-0 this round.",,,"""They can spin a web the size of a man in less than a minute... would you like a demonstration?"" - Elise",SIXMOREVODKA,Frenzied Skitterer,01SI056,['Fearsome'],['Fearsome'],,,RARE,Rare,SPIDER,['SPIDER'],,Unit,True,Set1
200,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX010.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX010-full.png'}]",Noxus,Noxus,4,5,4,"When I'm summoned, grant me +1|+1 for each unit you've <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stunned</style></link> or <link=keyword.Recall><style=Keyword>Recalled</style></link> this game. <style=Variable></style>","When I'm summoned, grant me +1|+1 for each unit you've Stunned or Recalled this game. ",,,"All Noxians know the three Principles of Strength, but if a soldier is to rise through the ranks, they must learn to master them.",SIXMOREVODKA,Legion General,01NX010,['Fearsome'],['Fearsome'],,,COMMON,Common,,[],,Unit,True,Set1
201,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX017.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX017-full.png'}]",Noxus,Noxus,3,2,2,<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally <link=keyword.Quick Strike><sprite name=QuickStrike><style=Keyword>Quick Attack</style></link> this round.,Support: Give my supported ally Quick Attack this round.,,,The Legion spread the empire's reach with every beat of her drum. Nothing could stop them. Nothing did.,SIXMOREVODKA,Legion Drummer,01NX017,[],[],,,COMMON,Common,,[],,Unit,True,Set1
202,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE004.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE004-full.png'}]",Demacia,Demacia,2,4,1,"When I'm summoned, summon an exact copy of me.","When I'm summoned, summon an exact copy of me.",,,"They fell from the clouds like silvery bolts of lightning, swift and sure as they dove toward their targets. Then, as suddenly as they appeared, they were gone. ",SIXMOREVODKA,Silverwing Vanguard,01DE004,['Challenger'],['Challenger'],,,COMMON,Common,ELITE,['ELITE'],,Unit,True,Set1
203,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI001.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI001-full.png'}]",Shadow Isles,ShadowIsles,0,7,0,Kill a unit.,Kill a unit.,,,"The betrayed invoke Kalista on their dying breath, hoping her spear brings them vengeance.",Max Grecke,Vengeance,01SI001,['Fast'],['Fast'],Fast,Fast,COMMON,Common,,[],,Spell,True,Set1
204,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE011.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE011-full.png'}]",Demacia,Demacia,2,3,4,,,,,"""He did WHAT? I entrusted him with Pierre de Guillard's priceless dual-balanced sabre! He said it was only to be used for training!"" - Laurent Bladekeeper",SIXMOREVODKA,Laurent Protege,01DE011,['Challenger'],['Challenger'],,,COMMON,Common,,[],,Unit,True,Set1
205,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO036.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO036-full.png'}]",Ionia,Ionia,2,2,1,<link=vocab.Strike><style=Vocab>Strike</style></link>: Reduce the cost of the most expensive unit in your hand by 1.,Strike: Reduce the cost of the most expensive unit in your hand by 1.,,,"""Patrol, we've one... no... TWO massive furry creatures coming our way! Call for ba--Oh. Hold on. Scope's wrong way 'round again...""",SIXMOREVODKA,Greenglade Lookout,01IO036,[],[],,,COMMON,Common,,[],,Unit,True,Set1
206,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ055.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ055-full.png'}]",Piltover & Zaun,PiltoverZaun,1,1,2,"When you draw a card, give me +1|+0 this round.","When you draw a card, give me +1|+0 this round.",,,"Imagination is the spark of great invention. Yet, it is research that makes the spark a conflagration.",SIXMOREVODKA,Astute Academic,01PZ055,[],[],,,COMMON,Common,,[],,Unit,True,Set1
207,[],"['01PZ022', '01PZ008T2', '01PZ008T1']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ008.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ008-full.png'}]",Piltover & Zaun,PiltoverZaun,1,1,1,<link=vocab.Nexus Strike><style=Vocab>Nexus Strike</style></link>: Plant 5 <link=card.shuffle><style=AssociatedCard>Poison Puffcaps</style></link> on random cards in the enemy deck.,Nexus Strike: Plant 5 Poison Puffcaps on random cards in the enemy deck.,You've planted 15+ <link=card.shuffle><style=AssociatedCard>Poison Puffcaps</style></link><style=Variable></style>.,You've planted 15+ Poison Puffcaps.,"""Bandle Scout Rule 154: Never fear the unknown! Rule 276: Denizens of the woodlands are our friends! Rule 354: If it's fuzzy, it might be safe to pet but certainly isn't safe to eat! Rule 417...""",SIXMOREVODKA,Teemo,01PZ008,['Elusive'],['Elusive'],,,Champion,Champion,,[],Champion,Unit,True,Set1
208,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ056T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ056T2-full.png'}]",Piltover & Zaun,PiltoverZaun,5,5,1,,,,,"""After a few production issues--propulsion and guidance, predominantly--I am ready to unveil my PROPELLED COMBUSTIBLES! ...must work on a better name."" - Heimerdinger's Lab Notes, Vol. 5",SIXMOREVODKA,Mk5: Rocket Blaster,01PZ056T2,['Quick Attack'],['QuickStrike'],,,None,None,TECH,['TECH'],,Unit,False,Set1
209,[],['01PZ014T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ014.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ014-full.png'}]",Piltover & Zaun,PiltoverZaun,0,6,0,Summon an <link=card.summon><style=AssociatedCard>Illegal Contraption</style></link>.,Summon an Illegal Contraption.,,,"""Their mishaps come in countless flavors: tremors from distant explosions, putrid fumes from the fissures. Soon enough, one of those fools will tear our city down."" - Piltovan Philanthropist",Kudos Productions,Unlicensed Innovation,01PZ014,['Slow'],['Slow'],Slow,Slow,COMMON,Common,,[],,Spell,True,Set1
210,[],['01DE016'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE047.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE047-full.png'}]",Demacia,Demacia,0,3,0,Summon a <link=card.summon><style=AssociatedCard>Dauntless Vanguard</style></link>.,Summon a Dauntless Vanguard.,,,"Vestments of the Dauntless Vanguard are handed down from one soldier to the next, so that new recruits may feel the weight and pride of their responsibilities.",Kudos Productions,Succession,01DE047,['Slow'],['Slow'],Slow,Slow,COMMON,Common,,[],,Spell,True,Set1
211,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX003.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX003-full.png'}]",Noxus,Noxus,2,2,2,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: Discard your lowest cost card to draw 1.,Round Start: Discard your lowest cost card to draw 1.,,,"""...you bet on Shiraza as SOLE SURVIVOR, and that Ionian kid--sure he's missing an arm--but he ain't dead. Makes him a survivor, see? 'Course, you could always double down...""",SIXMOREVODKA,Arena Bookie,01NX003,[],[],,,RARE,Rare,,[],,Unit,True,Set1
212,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE046.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE046-full.png'}]",Demacia,Demacia,1,2,4,,,,,Just because it's quiet doesn't mean it's safe.,SIXMOREVODKA,Vanguard Lookout,01DE046,[],[],,,COMMON,Common,ELITE,['ELITE'],,Unit,True,Set1
213,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR054.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR054-full.png'}]",Freljord,Freljord,4,5,5,,,,,"""The weak harvest, but the strong take. The little Avarosans will learn which they are!""",SIXMOREVODKA,Scarmaiden Reaver,01FR054,"['Overwhelm', 'Regeneration']","['Overwhelm', 'Regeneration']",,,RARE,Rare,,[],,Unit,True,Set1
214,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE050.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE050-full.png'}]",Demacia,Demacia,0,2,0,<link=vocab.Silence><style=Vocab>Silence</style></link> a follower.,Silence a follower.,,,"""Your petricite Graymark is your primary safeguard against magic, a symbol of our responsibilities, and a reminder to others of our authority. Honor it above all else."" - The Mageseekers' Handbook",Kudos Productions,Purify,01DE050,['Burst'],['Burst'],Burst,Burst,COMMON,Common,,[],,Spell,True,Set1
215,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR021T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR021T1-full.png'}]",Freljord,Freljord,0,0,0,Deal 1 to ALL battling units.,Deal 1 to ALL battling units.,,,"""... Maybe not that gracefully after all."" - Tryndamere",Max Grecke,Tarkaz's Fury,01FR021T1,['Skill'],['Skill'],,,None,None,,[],,Ability,False,Set1
216,[],['01FR043T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR043.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR043-full.png'}]",Freljord,Freljord,4,6,4,"<link=vocab.Play><style=Vocab>Play</style></link>: Combine all of our Poros into a <link=card.transform><style=AssociatedCard>Fluft of Poros</style></link>, it gains their stats and keywords.","Play: Combine all of our Poros into a Fluft of Poros, it gains their stats and keywords.",,,"""One more story, but keep quiet or mother will come!
Long ago, raiders attacked Avarosa's village. Her forces were few--all seemed lost. But a poro appeared and offered Avarosa its help...""",SIXMOREVODKA,Heart of the Fluft,01FR043,[],[],,,RARE,Rare,PORO,['PORO'],,Unit,True,Set1
217,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR049T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR049T1-full.png'}]",Freljord,Freljord,1,1,1,,,,,"""Wolf or hare, winter makes prey of us all.""  - Avarosan proverb",SIXMOREVODKA,Snow Hare,01FR049T1,[],[],,,None,None,,[],,Unit,False,Set1
218,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR033.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR033-full.png'}]",Freljord,Freljord,0,3,4,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: Get an extra mana gem this round.,Round Start: Get an extra mana gem this round.,,,"""These ancient cairns are reminders that we are but the latest in a long line of tribes to brave these untamed lands."" - Ashe",SIXMOREVODKA,Wyrding Stones,01FR033,[],[],,,COMMON,Common,,[],,Unit,True,Set1
219,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI019.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01SI019-full.png'}]",Shadow Isles,ShadowIsles,0,4,0,Deal 3 to each enemy that was summoned this round.,Deal 3 to each enemy that was summoned this round.,,,"""Nobody escapes."" - Thresh",Kudos Productions,The Box,01SI019,['Fast'],['Fast'],Fast,Fast,RARE,Rare,,[],,Spell,True,Set1
220,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE042T3.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE042T3-full.png'}]",Demacia,Demacia,0,0,0,Deal 4 to an enemy. ,Deal 4 to an enemy. ,,,"""I've hidden my light for my whole life. What would happen if they knew... if *I* knew what I could really do?"" - Lux",Kudos Productions,Final Spark,01DE042T3,"['Overwhelm', 'Fleeting', 'Slow']","['SpellOverwhelm', 'Fleeting', 'Slow']",Slow,Slow,None,None,,[],,Spell,False,Set1
221,[],['01IO033T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO033.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO033-full.png'}]",Ionia,Ionia,6,9,5,<link=keyword.PlaySkillMark><sprite name=PlaySkillMark><style=Keyword>Play</style></link>: <link=keyword.Recall><style=Keyword>Recall</style></link> 3 enemies.,Play: Recall 3 enemies.,,,"""There we were, tearing across the meadow and suddenly, this KID just leaps out from nowhere and BAM, BAM, BAM--knocks the wind right outta us!"" - Navori Brigand",SIXMOREVODKA,Minah Swiftfoot,01IO033,[],[],,,EPIC,Epic,,[],,Unit,True,Set1
222,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX039.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX039-full.png'}]",Noxus,Noxus,0,3,0,"When cast or discarded, grant all allies +1|+0.","When cast or discarded, grant all allies +1|+0.",,,"""Those who cannot see the future have no place in it."" - Jericho Swain",Kudos Productions,Vision,01NX039,['Burst'],['Burst'],Burst,Burst,RARE,Rare,,[],,Spell,True,Set1
223,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR011.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR011-full.png'}]",Freljord,Freljord,3,2,1,<link=vocab.Play><style=Vocab>Play</style></link>: <link=keyword.Frostbite><sprite name=Frostbite><style=Keyword>Frostbite</style></link> an enemy.,Play: Frostbite an enemy.,,,Avarosans take pride in their harsh seasons and icy lands. Their keen-eyed defenders even take it a step further. ,SIXMOREVODKA,Icevale Archer,01FR011,[],[],,,COMMON,Common,,[],,Unit,True,Set1
224,[],['01PZ026'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ034.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ034-full.png'}]",Piltover & Zaun,PiltoverZaun,4,4,3,<link=vocab.Allegiance><style=Vocab>Allegiance</style></link>: Create a <link=card.create><style=AssociatedCard>Sumpworks Map</style></link> in hand. It costs 0 this round.,Allegiance: Create a Sumpworks Map in hand. It costs 0 this round.,,,"The Zaunite kids soon started exploring the old mining tunnels and deeper levels of the Lanes. What a world they discovered. What friends they found.
",SIXMOREVODKA,Sumpsnipe Scavenger,01PZ034,[],[],,,RARE,Rare,,[],,Unit,True,Set1
225,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR050.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR050-full.png'}]",Freljord,Freljord,3,3,3,<link=vocab.Play><style=Vocab>Play</style></link>: Heal an ally or your Nexus 3.,Play: Heal an ally or your Nexus 3.,,,"""This fine old establishment's the Tipsy Owl! We've got stews and brews a'plenty to chase away the chill. Hurry on inside!""",SIXMOREVODKA,Kindly Tavernkeeper,01FR050,[],[],,,COMMON,Common,,[],,Unit,True,Set1
226,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ014T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ014T1-full.png'}]",Piltover & Zaun,PiltoverZaun,5,6,5,,,,,"""Absolutely NOT regulation hardware."" - Safety Inspections Officer, Piltovan Bureau of Safety Inspections",SIXMOREVODKA,Illegal Contraption,01PZ014T1,[],[],,,None,None,,[],,Unit,False,Set1
227,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX041.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX041-full.png'}]",Noxus,Noxus,6,5,5,,,,,"""I don't have the patience for a siege. Send the Shieldbreakers."" - Darius",SIXMOREVODKA,Trifarian Shieldbreaker,01NX041,['Fearsome'],['Fearsome'],,,COMMON,Common,,[],,Unit,True,Set1
228,[],"['01FR039', '01FR039T1']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR039T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR039T2-full.png'}]",Freljord,Freljord,9,8,9,,,,,"""...And make THEM die for it.""",SIXMOREVODKA,Tryndamere,01FR039T2,"['Overwhelm', 'Fearsome']","['Overwhelm', 'Fearsome']",,,None,None,,[],Champion,Unit,False,Set1
229,[],"['01FR038T3', '01FR038T1', '01FR038']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR038T2.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR038T2-full.png'}]",Freljord,Freljord,6,4,4,"<link=vocab.Attack><style=Vocab>Attack</style></link>: <link=keyword.Frostbite><sprite name=Frostbite><style=Keyword>Frostbite</style></link> the <link=vocab.Strongest><style=Vocab>Strongest</style></link> enemy.
Enemies with 0 Power can't block.","Attack: Frostbite the Strongest enemy.
Enemies with 0 Power can't block.",,,"""You are not our enemy. Our true foe is the long, lawless winter. We are all people of the Freljord, and this land belongs to all of us!"" ",SIXMOREVODKA,Ashe,01FR038T2,[],[],,,None,None,,[],Champion,Unit,False,Set1
230,[],['01PZ033T1'],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ060.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01PZ060-full.png'}]",Piltover & Zaun,PiltoverZaun,0,5,0,"If you've played <style=Variable>15</style> cards with different names this game, summon <link=card.summon><style=AssociatedCard>Catastrophe</style></link>. <style=Variable></style>","If you've played 15 cards with different names this game, summon Catastrophe. ",,,"""In the end, all of us who worked toward von Yipp's vision were deceived. We knew not what we wrought--what terrible power we would unleash."" - Piltovan Project Engineer",Kudos Productions,Accelerated Purrsuit,01PZ060,['Slow'],['Slow'],Slow,Slow,EPIC,Epic,,[],,Spell,False,Set1
231,[],"['01IO015T1', '01IO015T2']","[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO015.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO015-full.png'}]",Ionia,Ionia,4,4,4,"When you <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> or <link=keyword.Recall><style=Keyword>Recall</style></link> an enemy, I deal 2 to it.","When you Stun or Recall an enemy, I deal 2 to it.",You <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> or <link=keyword.Recall><style=Keyword>Recall</style></link> 5+ units<style=Variable></style>.,You Stun or Recall 5+ units.,"""Death is like the wind...""",SIXMOREVODKA,Yasuo,01IO015,['Quick Attack'],['QuickStrike'],,,Champion,Champion,,[],Champion,Unit,True,Set1
232,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO001.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO001-full.png'}]",Ionia,Ionia,0,7,0,Heal an ally or your Nexus 7. Draw 1.,Heal an ally or your Nexus 7. Draw 1.,,,"""Only when the mind is elevated can the body be made whole."" - Karma",Kudos Productions,Ritual of Renewal,01IO001,['Slow'],['Slow'],Slow,Slow,RARE,Rare,,[],,Spell,True,Set1
233,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE016.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE016-full.png'}]",Demacia,Demacia,3,3,3,,,,,"The Dauntless Vanguard are Demacia's most elite warriors, each a legend in their village or shire. But all of them seek to have their names known throughout the realm.",SIXMOREVODKA,Dauntless Vanguard,01DE016,[],[],,,None,None,ELITE,['ELITE'],,Unit,False,Set1
234,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO010.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO010-full.png'}]",Ionia,Ionia,0,6,0,Swap 2 allies. Give them <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.,Swap 2 allies. Give them Barrier this round.,,,"""With balanced steps, I go."" - Shen
",SIXMOREVODKA,Stand United,01IO010,['Burst'],['Burst'],Burst,Burst,RARE,Rare,,[],,Spell,True,Set1
235,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO012.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01IO012-full.png'}]",Ionia,Ionia,0,3,0,Give an ally +3|+0 or +0|+3 this round.,Give an ally +3|+0 or +0|+3 this round.,,,"""Never fear change. It will question you, test your limits. It is our greatest teacher."" - Karma",SIXMOREVODKA,Twin Disciplines,01IO012,['Burst'],['Burst'],Burst,Burst,COMMON,Common,,[],,Spell,True,Set1
236,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR052T1.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01FR052T1-full.png'}]",Freljord,Freljord,0,0,0,<link=keyword.Obliterate><style=Keyword>Obliterate</style></link> ALL followers with 4 or less Power in play and in hands.,Obliterate ALL followers with 4 or less Power in play and in hands.,,,"“Unearthly light flooded the valley as a piercing wail rattled the rocks from the cliffs, my sinews from their bones, the very thoughts from my mind! Then... silence.” - Bjerg the Wanderer",Max Grecke,Balesight,01FR052T1,['Skill'],['Skill'],,,None,None,,[],,Ability,False,Set1
237,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE040.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE040-full.png'}]",Demacia,Demacia,3,2,2,Grant me +1|+1 and <link=keyword.Challenger><sprite name=Challenger><style=Keyword>Challenger</style></link> once you've cast a 6+ cost spell this game.,Grant me +1|+1 and Challenger once you've cast a 6+ cost spell this game.,,,"""Citizens of Demacia, it is my honor to keep you safe. But we must demand your unwavering support, for even within our high walls, mages still walk among us!""
",SIXMOREVODKA,Mageseeker Persuader,01DE040,[],[],,,RARE,Rare,,[],,Unit,True,Set1
238,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX036.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX036-full.png'}]",Noxus,Noxus,6,6,6,<link=vocab.RoundStart><style=Vocab>Round Start</style></link>: <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> the <link=keyword.Weakest><style=Keyword>Weakest</style></link> enemy.,Round Start: Stun the Weakest enemy.,,,"""I don't care who wronged you or what they did. You need me to make it right in the pit, you pay up front. There's no discount for sad stories.""",SIXMOREVODKA,Minotaur Reckoner,01NX036,[],[],,,RARE,Rare,,[],,Unit,True,Set1
239,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX044.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01NX044-full.png'}]",Noxus,Noxus,0,6,12,<link=vocab.Attack><style=Vocab>Attack</style></link>: Grant me +4|+0.,Attack: Grant me +4|+0.,,,"""Sir, they're refusing to open their gates. They've demanded to speak with Darius, but he's two days' ride away. Should we send riders?""
""Oh, that won't be necessary.""",SIXMOREVODKA,Battering Ram,01NX044,['Overwhelm'],['Overwhelm'],,,EPIC,Epic,,[],,Unit,True,Set1
240,[],[],"[{'gameAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE036.png', 'fullAbsolutePath': 'http://dd.b.pvp.net/1_8_0/set1/en_us/img/cards/01DE036-full.png'}]",Demacia,Demacia,3,4,3,"When you summon an Elite, reduce my cost by 1.","When you summon an Elite, reduce my cost by 1.",,,"""Everyone I met, every journey I took taught me something new. But the more I learned and the stronger I became, the more I realized I had much further to go..."" - Cithria, Vanguard Squire
",SIXMOREVODKA,Vanguard Squire,01DE036,[],[],,,COMMON,Common,ELITE,['ELITE'],,Unit,True,Set1
